bioguideId,congress,type,number,introducedDate,actionDate,PolicyArea_name,Latest_Action_text,url,congress_type_number,title
l000506,93,HR,12881,1974-02-19,1974-02-19,"Arts, Culture, Religion",Referred to Joint Committee on Atomic Energy.,https://api.congress.gov/v3/bill/93/hr/12881?format=json,93_HR_12881,A bill to provide for the establishment of a National Museum.
l000506,93,HR,11334,1973-11-07,1973-11-07,"Arts, Culture, Religion",Referred to House Committee on House Administration.,https://api.congress.gov/v3/bill/93/hr/11334?format=json,93_HR_11334,American Folklife Preservation Act
l000506,93,HJRES,742,1973-09-25,1973-09-25,"Arts, Culture, Religion",Referred to House Committee on Interior and Insular Affairs.,https://api.congress.gov/v3/bill/93/hjres/742?format=json,93_HJRES_742,"Joint resolution authorizing the Secretary of the Interior to establish a memorial museum at Las Vegas, N. Mex., to commemorate the Rough Riders and related history of the Southwest."
l000506,94,HJRES,198,1975-02-05,1975-02-05,"Arts, Culture, Religion",Referred to House Committee on Interior and Insular Affairs.,https://api.congress.gov/v3/bill/94/hjres/198?format=json,94_HJRES_198,"Joint resolution authorizing the Secretary of the Interior to establish a memorial museum at Las Vegas, N. Mex., to commemorate the Rough Riders and related history of the Southwest."
k000366,111,HRES,529,2009-06-11,2009-06-11,"Arts, Culture, Religion",Motion to reconsider laid on the table Agreed to without objection.,https://api.congress.gov/v3/bill/111/hres/529?format=json,111_HRES_529,"Condemning the violent attack on the United States Holocaust Memorial Museum on June 10, 2009 and honoring the bravery and dedication of United States Holocaust Memorial Museum employees and security personnel."
m000811,98,SJRES,301,1984-05-24,1984-09-26,"Arts, Culture, Religion",Committee on Rules. Ordered favorably reported H.J.Res. 580 in lieu of this measure.,https://api.congress.gov/v3/bill/98/sjres/301?format=json,98_SJRES_301,"A joint resolution to authorize the Kahlil Gibran Centennial Foundation of Washington, D.C., to erect a memorial in the District of Columbia."
m000811,101,S,1756,1989-10-16,1990-11-08,"Arts, Culture, Religion",Became Public Law No: 101-543.,https://api.congress.gov/v3/bill/101/s/1756?format=json,101_S_1756,Maine Acadian Culture Preservation Act
j000288,115,HRES,1073,2018-09-20,2018-09-20,Immigration,Referred to the House Committee on the Judiciary.,https://api.congress.gov/v3/bill/115/hres/1073?format=json,115_HRES_1073,"Expressing the sense of the House of Representatives that the Presidential Determination of the annual refugee admissions limit in fiscal year 2019 shall be no less than 110,000 and that President Trump and his administration must operate the United States Refugee Admissions Program (USRAP) in good faith."
h001041,115,SRES,560,2018-06-28,2018-06-28,Immigration,Referred to the Committee on the Judiciary. (text of measure as introduced: CR S4742-4743),https://api.congress.gov/v3/bill/115/sres/560?format=json,115_SRES_560,"A resolution designating the month of June 2018 as ""Immigrant Heritage Month""."
h001041,115,S,2380,2018-02-06,2018-02-06,Immigration,Read twice and referred to the Committee on the Judiciary.,https://api.congress.gov/v3/bill/115/s/2380?format=json,115_S_2380,Criminal Alien Gang Member Removal Act
w000792,112,HR,1027,2011-03-10,2011-04-04,"Arts, Culture, Religion",Referred to the Subcommittee on Domestic Monetary Policy and Technology.,https://api.congress.gov/v3/bill/112/hr/1027?format=json,112_HR_1027,"Father Mychal Judge, O.F.M., Congressional Gold Medal Act"
w000792,109,HR,4354,2005-11-16,2006-02-06,Immigration,"Referred to the Subcommittee on Immigration, Border Security, and Claims.",https://api.congress.gov/v3/bill/109/hr/4354?format=json,109_HR_4354,To amend the Immigration and Nationality Act to establish a separate nonimmigrant classification for fashion models.
w000792,109,HR,604,2005-02-02,2005-03-02,Immigration,"Referred to the Subcommittee on Immigration, Border Security, and Claims.",https://api.congress.gov/v3/bill/109/hr/604?format=json,109_HR_604,To halt the issuance of visas to citizens of Saudi Arabia until the President certifies that the Kingdom of Saudi Arabia does not discriminate in the issuance of visas on the basis of religious affiliation or heritage.
w000792,111,HR,6076,2010-07-30,2010-07-30,"Arts, Culture, Religion",Referred to the House Committee on Financial Services.,https://api.congress.gov/v3/bill/111/hr/6076?format=json,111_HR_6076,"Father Mychal Judge, O.F.M., Congressional Gold Medal Act"
w000792,111,HR,4406,2009-12-16,2010-03-01,Immigration,"Referred to the Subcommittee on Immigration, Citizenship, Refugees, Border Security, and International Law.",https://api.congress.gov/v3/bill/111/hr/4406?format=json,111_HR_4406,To render nationals of Israel eligible to enter the United States as nonimmigrant traders and investors.
w000792,110,HR,4080,2007-11-05,2008-06-05,Immigration,"Placed on the Union Calendar, Calendar No. 442.",https://api.congress.gov/v3/bill/110/hr/4080?format=json,110_HR_4080,To amend the Immigration and Nationality Act to establish a separate nonimmigrant classification for fashion models.
w000792,110,HR,2981,2007-07-10,2007-08-10,Immigration,"Referred to the Subcommittee on Immigration, Citizenship, Refugees, Border Security, and International Law.",https://api.congress.gov/v3/bill/110/hr/2981?format=json,110_HR_2981,To halt the issuance of visas to citizens of Saudi Arabia until the President certifies that the Kingdom of Saudi Arabia does not discriminate in the issuance of visas on the basis of religious affiliation or heritage.
w000792,108,HR,3934,2004-03-10,2004-04-02,Immigration,"Referred to the Subcommittee on Immigration, Border Security, and Claims.",https://api.congress.gov/v3/bill/108/hr/3934?format=json,108_HR_3934,To halt the issuance of visas to citizens of Saudi Arabia until the President certifies that the Kingdom of Saudi Arabia does not discriminate in the issuance of visas on the basis of religious affiliation or heritage.
w000792,108,HR,3136,2003-09-17,2003-10-22,Immigration,"Referred to the Subcommittee on Immigration, Border Security, and Claims.",https://api.congress.gov/v3/bill/108/hr/3136?format=json,108_HR_3136,To amend the Immigration and Nationality Act to reduce the annual income level at which a person petitioning for a family-sponsored immigrant's admission must agree to provide support in a case where a United States employer has agreed to employ the immigrant for a period of not less than one year after admission or where the sponsored alien is under the age of 18.
r000603,118,HR,3591,2023-05-22,2024-04-17,Immigration,Ordered to be Reported (Amended) by the Yeas and Nays: 13 - 11.,https://api.congress.gov/v3/bill/118/hr/3591?format=json,118_HR_3591,Asylum Accountability Act
r000603,117,HCONRES,111,2022-09-30,2022-09-30,"Arts, Culture, Religion",Referred to the House Committee on Oversight and Reform.,https://api.congress.gov/v3/bill/117/hconres/111?format=json,117_HCONRES_111,Expressing the sense of Congress that a commemorative postage stamp should be issued in honor of Ava Gardner on her 100th birthday.
r000603,117,HR,8943,2022-09-21,2022-11-01,Immigration,Referred to the Subcommittee on Immigration and Citizenship.,https://api.congress.gov/v3/bill/117/hr/8943?format=json,117_HR_8943,Asylum Accountability Act
d000032,118,HR,8430,2024-05-16,2024-05-16,Immigration,Referred to the House Committee on the Judiciary.,https://api.congress.gov/v3/bill/118/hr/8430?format=json,118_HR_8430,Reshape Alternatives to Detention Act of 2024
d000032,118,HR,6138,2023-11-01,2023-11-01,Immigration,Referred to the Subcommittee on Border Security and Enforcement.,https://api.congress.gov/v3/bill/118/hr/6138?format=json,118_HR_6138,Reform Immigration Through Biometrics Act
d000032,118,HR,1285,2023-03-01,2023-03-01,Immigration,Referred to the House Committee on the Judiciary.,https://api.congress.gov/v3/bill/118/hr/1285?format=json,118_HR_1285,Immigration Authorization Act of 2023
d000032,117,HR,7741,2022-05-12,2022-11-01,Immigration,Referred to the Subcommittee on Immigration and Citizenship.,https://api.congress.gov/v3/bill/117/hr/7741?format=json,117_HR_7741,No More Phones Act
o000175,118,HR,7259,2024-02-06,2024-02-06,Immigration,Referred to the House Committee on the Judiciary.,https://api.congress.gov/v3/bill/118/hr/7259?format=json,118_HR_7259,Sending Evading Non-Documented Threats Home Especially Migrants Biden Accepted Carelessly and Knowingly Act of 2024
o000175,118,HR,6164,2023-11-01,2023-11-01,Immigration,Referred to the House Committee on the Judiciary.,https://api.congress.gov/v3/bill/118/hr/6164?format=json,118_HR_6164,No TPS for Terrorists Act
o000175,118,HR,6099,2023-10-26,2023-10-26,Immigration,Referred to the House Committee on the Judiciary.,https://api.congress.gov/v3/bill/118/hr/6099?format=json,118_HR_6099,Evicting Violent Islamic Criminals That Entered Deviously Act
o000175,118,HRES,336,2023-04-27,2023-09-12,"Arts, Culture, Religion",Referred to the Subcommittee on Oversight.,https://api.congress.gov/v3/bill/118/hres/336?format=json,118_HRES_336,Expressing the sense of the House of Representatives that the House should recognize Robert Aitken's Bible as a historical document of the United States Congress.
o000175,118,HR,2737,2023-04-20,2023-04-20,Immigration,Referred to the House Committee on the Judiciary.,https://api.congress.gov/v3/bill/118/hr/2737?format=json,118_HR_2737,Stop the Invasion Act
o000175,118,HR,943,2023-02-09,2023-02-09,Immigration,Referred to the House Committee on the Judiciary.,https://api.congress.gov/v3/bill/118/hr/943?format=json,118_HR_943,It���s Your Fault Act
a000377,118,HR,7992,2024-04-15,2024-04-15,"Arts, Culture, Religion",Referred to the House Committee on Natural Resources.,https://api.congress.gov/v3/bill/118/hr/7992?format=json,118_HR_7992,Theodore Roosevelt Presidential Library Act
a000377,118,HR,4961,2023-07-27,2023-07-27,Immigration,Referred to the Subcommittee on Border Security and Enforcement.,https://api.congress.gov/v3/bill/118/hr/4961?format=json,118_HR_4961,To require ports of entry along the northern border to remain open as many hours per day as they were open prior to the COVID-19 pandemic.
l000551,118,HRES,1333,2024-06-28,2024-06-28,"Arts, Culture, Religion",Referred to the House Committee on Oversight and Accountability.,https://api.congress.gov/v3/bill/118/hres/1333?format=json,118_HRES_1333,Recognizing the significance of National Caribbean American Heritage Month.
l000551,118,HRES,480,2023-06-07,2023-06-07,"Arts, Culture, Religion",Referred to the House Committee on Oversight and Accountability.,https://api.congress.gov/v3/bill/118/hres/480?format=json,118_HRES_480,Recognizing the significance of National Caribbean American Heritage Month.
l000551,118,HR,3239,2023-05-11,2023-05-11,"Arts, Culture, Religion",Referred to the House Committee on Education and the Workforce.,https://api.congress.gov/v3/bill/118/hr/3239?format=json,118_HR_3239,Advancing Equity Through the Arts and Humanities Act of 2023
l000551,117,HRES,1161,2022-06-08,2022-06-21,Immigration,Sponsor introductory remarks on measure. (CR H5727-5728),https://api.congress.gov/v3/bill/117/hres/1161?format=json,117_HRES_1161,Recognizing the significance of National Caribbean American Heritage Month.
l000551,117,HR,7627,2022-04-28,2022-04-28,"Arts, Culture, Religion",Referred to the House Committee on Education and Labor.,https://api.congress.gov/v3/bill/117/hr/7627?format=json,117_HR_7627,Advancing Equity Through the Arts and Humanities Act of 2022
l000551,117,HRES,439,2021-05-25,2021-05-25,"Arts, Culture, Religion",Referred to the House Committee on Oversight and Reform.,https://api.congress.gov/v3/bill/117/hres/439?format=json,117_HRES_439,Recognizing the significance of National Caribbean American Heritage Month.
l000551,116,HRES,425,2019-06-04,2019-06-04,"Arts, Culture, Religion",Referred to the House Committee on Oversight and Reform.,https://api.congress.gov/v3/bill/116/hres/425?format=json,116_HRES_425,Recognizing the significance of National Caribbean American Heritage Month.
g000553,118,HRES,655,2023-08-18,2023-08-18,"Arts, Culture, Religion",Referred to the House Committee on Oversight and Accountability.,https://api.congress.gov/v3/bill/118/hres/655?format=json,118_HRES_655,Original Resolution Honoring Houston���s Seven Major Black Newspapers
g000553,117,HR,9261,2022-11-03,2022-11-03,Immigration,Referred to the House Committee on the Judiciary.,https://api.congress.gov/v3/bill/117/hr/9261?format=json,117_HR_9261,Exception for Certain Bars to Admissibility Relating to Previous Unlawful Entry as Children Act
g000553,117,HRES,670,2021-09-21,2021-09-23,Immigration,Sponsor introductory remarks on measure. (CR H5096),https://api.congress.gov/v3/bill/117/hres/670?format=json,117_HRES_670,Condemning the inhumane treatment of Haitian migrants at the southern border of the United States.
g000553,117,HR,168,2021-01-04,2021-01-04,Immigration,Referred to the House Committee on the Judiciary.,https://api.congress.gov/v3/bill/117/hr/168?format=json,117_HR_168,Reentry and Reunification Act
g000553,113,HR,3602,2013-11-21,2014-01-09,Immigration,Referred to the Subcommittee on Immigration and Border Security.,https://api.congress.gov/v3/bill/113/hr/3602?format=json,113_HR_3602,Filipino Temporary Protected Status Act of 2013
g000553,112,HR,285,2011-01-12,2011-02-07,Immigration,Referred to the Subcommittee on Immigration Policy and Enforcement.,https://api.congress.gov/v3/bill/112/hr/285?format=json,112_HR_285,Pakistani Temporary Protected Status Act of 2011
g000553,116,HR,168,2019-01-03,2019-01-03,Immigration,Referred to the Subcommittee on Immigration and Citizenship.,https://api.congress.gov/v3/bill/116/hr/168?format=json,116_HR_168,Reentry and Reunification Act
g000553,115,HR,5510,2018-04-13,2018-05-21,Immigration,Referred to the Subcommittee on Immigration and Border Security.,https://api.congress.gov/v3/bill/115/hr/5510?format=json,115_HR_5510,Reentry and Reunification Act of 2018
g000553,115,HRES,492,2017-07-28,2017-08-17,Immigration,Referred to the Subcommittee on Immigration and Border Security.,https://api.congress.gov/v3/bill/115/hres/492?format=json,115_HRES_492,"Expressing concern for the separation of Jos�� Escobar from his wife and children as a result of his deportation, and for other purposes."
d000209,97,HR,3517,1981-05-12,1982-09-30,Immigration,Became Public Law No: 97-271.,https://api.congress.gov/v3/bill/97/hr/3517?format=json,97_HR_3517,Virgin Islands Nonimmigrant Alien Adjustment Act of 1981
d000209,100,HR,2234,1987-04-30,1988-10-04,Immigration,See S.1047.,https://api.congress.gov/v3/bill/100/hr/2234?format=json,100_HR_2234,"A bill to amend the Covenant to Establish a Commonwealth of the Northern Mariana Islands in Political Union with the United States of America, and for other purposes."
p000326,101,HR,1286,1989-03-07,1989-09-21,Immigration,Subcommittee Hearings Held.,https://api.congress.gov/v3/bill/101/hr/1286?format=json,101_HR_1286,To amend the Immigration and Nationality Act to provide for special immigrant status for certain aliens who have served honorably (or are enlisted to serve) in the Armed Forces of the United States for at least 12 years.
p000326,102,HR,582,1991-01-18,1991-05-03,Immigration,"Executive Comment Requested from DOD, Justice.",https://api.congress.gov/v3/bill/102/hr/582?format=json,102_HR_582,Armed Forces Immigration Adjustment Act of 1989
p000326,104,HR,745,1995-01-30,1995-03-15,Immigration,Referred to the Subcommittee on Immigration and Claims.,https://api.congress.gov/v3/bill/104/hr/745?format=json,104_HR_745,NATO Special Immigrant Amendments of 1995
p000326,104,HR,345,1995-01-04,1995-01-25,"Arts, Culture, Religion","Referred to the Subcommittee on Early Childhood, Youth and Families.",https://api.congress.gov/v3/bill/104/hr/345?format=json,104_HR_345,Language of Government Act of 1995
p000326,105,HR,429,1997-01-09,1998-05-15,Immigration,Referred to Subcommittee on Immigration.,https://api.congress.gov/v3/bill/105/hr/429?format=json,105_HR_429,NATO Special Immigrant Amendments of 1998
m000796,96,HR,8423,1980-12-04,1980-12-04,Immigration,Referred to House Committee on the Judiciary.,https://api.congress.gov/v3/bill/96/hr/8423?format=json,96_HR_8423,"A bill to grant immigrant visas to certain nationals of Italy who were victims of earthquakes which occured on or about November 23, 1980, in Italy."
m000796,96,HCONRES,426,1980-08-28,1980-08-28,Immigration,Referred to House Committee on the Judiciary.,https://api.congress.gov/v3/bill/96/hconres/426?format=json,96_HCONRES_426,A concurrent resolution expressing the sense of the Congress with respect to the prompt deportation or removal from the United States of aliens who have engaged in unlawful or disorderly activities in the United States.
m000796,95,HR,6785,1977-04-29,1977-04-29,Immigration,Referred to House Committee on the Judiciary.,https://api.congress.gov/v3/bill/95/hr/6785?format=json,95_HR_6785,A bill to amend the Immigration and Nationality Act.
m000796,97,HR,1414,1981-01-28,1981-02-17,Immigration,"Referred to Subcommittee on Immigration, Refugees, and International Law.",https://api.congress.gov/v3/bill/97/hr/1414?format=json,97_HR_1414,"A bill to grant immigrant visas to certain nationals of Italy who were victims of earthquakes which occurred on or about November 23, 1980, in Italy."
m001187,116,HR,574,2019-01-15,2019-02-25,Immigration,Referred to the Subcommittee on Immigration and Citizenship.,https://api.congress.gov/v3/bill/116/hr/574?format=json,116_HR_574,Equal Protection of Unaccompanied Minors Act
m001187,115,HR,6134,2018-06-19,2018-07-30,Immigration,Referred to the Subcommittee on Immigration and Border Security.,https://api.congress.gov/v3/bill/115/hr/6134?format=json,115_HR_6134,Equal Protection of Unaccompanied Minors Act
m001187,114,HCONRES,94,2015-11-18,2015-12-04,Immigration,Referred to the Subcommittee on Immigration and Border Security.,https://api.congress.gov/v3/bill/114/hconres/94?format=json,114_HCONRES_94,Expressing the sense of the Congress regarding the treatment of State Governors who have made a determination with respect to Syrian refugees.
s001144,107,HR,2965,2001-09-25,2001-09-28,Immigration,Referred to the Subcommittee on Immigration and Claims.,https://api.congress.gov/v3/bill/107/hr/2965?format=json,107_HR_2965,Criminal Alien Visa Denial Act of 2001
s001144,106,HR,1854,1999-05-18,1999-05-25,Immigration,Referred to the Subcommittee on Immigration and Claims.,https://api.congress.gov/v3/bill/106/hr/1854?format=json,106_HR_1854,Immigration Backlog Reduction Act
s001144,105,HR,4504,1998-08-06,1998-08-13,Immigration,Referred to the Subcommittee on Immigration and Claims.,https://api.congress.gov/v3/bill/105/hr/4504?format=json,105_HR_4504,To temporarily increase the number of visas available for backlogged spouses and children of lawful permanent resident aliens.
s001144,105,HR,2917,1997-11-07,1997-11-24,Immigration,Referred to the Subcommittee on Immigration and Claims.,https://api.congress.gov/v3/bill/105/hr/2917?format=json,105_HR_2917,To temporarily increase the number of visas available for backlogged spouses and children of lawful permanent resident aliens and to provide for certain limitations on the adjustment of status of nonimmigrants physically present in the United States to permanent residence.
s001144,105,HR,1223,1997-03-21,1997-04-02,Immigration,Referred to the Subcommittee on Immigration and Claims.,https://api.congress.gov/v3/bill/105/hr/1223?format=json,105_HR_1223,"To amend the Immigration and Nationality Act to modify the requirements, with respect to understanding the English language, history, principles, and form of government of the United States, applicable to the naturalization of certain older individuals."
h001016,112,S,3639,2012-11-27,2012-11-27,Immigration,Read twice and referred to the Committee on the Judiciary.,https://api.congress.gov/v3/bill/112/s/3639?format=json,112_S_3639,ACHIEVE Act
h001016,109,S,1823,2005-10-05,2005-10-05,Immigration,Read twice and referred to the Committee on the Judiciary. (text of measure as introduced: CR S11141),https://api.congress.gov/v3/bill/109/s/1823?format=json,109_S_1823,Illegal Immigration Enforcement and Empowerment Act
h001016,107,S,2742,2002-07-17,2002-07-17,Immigration,Read twice and referred to the Committee on the Judiciary.,https://api.congress.gov/v3/bill/107/s/2742?format=json,107_S_2742,Border Commuter Student Act of 2002
d000435,96,HR,4692,1979-06-29,1979-06-29,Immigration,Referred to House Committee on the Judiciary.,https://api.congress.gov/v3/bill/96/hr/4692?format=json,96_HR_4692,Foreign Terrorist Exclusion Act of 1979
d000435,95,HR,13563,1978-07-21,1978-07-21,Immigration,Referred to House Committee on the Judiciary.,https://api.congress.gov/v3/bill/95/hr/13563?format=json,95_HR_13563,"A bill to provide for the exclusion from the United States of aliens affiliated with terrorist organizations, to require investigations of registered agents of such organizations, and for other purposes."
d000435,95,HR,13184,1978-06-19,1978-06-19,Immigration,Referred to House Committee on the Judiciary.,https://api.congress.gov/v3/bill/95/hr/13184?format=json,95_HR_13184,"A bill to provide for the exclusion from the United States of aliens affiliated with terrorist organizations, to require investigations of registered agents of such organizations, and for other purposes."
d000435,95,HR,13225,1978-06-21,1978-06-21,Immigration,Referred to House Committee on the Judiciary.,https://api.congress.gov/v3/bill/95/hr/13225?format=json,95_HR_13225,"A bill to provide for the exclusion from the United States of aliens affiliated with terrorist organizations, to require investigations of registered agents of such organizations, and for other purposes."
d000435,97,HR,4630,1981-09-30,1981-10-02,Immigration,"Referred to Subcommittee on Immigration, Refugees, and International Law.",https://api.congress.gov/v3/bill/97/hr/4630?format=json,97_HR_4630,"A bill to provide for the exclusion from the United States of aliens affiliated with terrorist organizations, to require investigations of registered agents of such organizations, and for other purposes."
d000435,99,HR,5115,1986-06-26,1986-07-10,Immigration,"Referred to Subcommittee on Immigration, Refugees, and International Law.",https://api.congress.gov/v3/bill/99/hr/5115?format=json,99_HR_5115,Border Management Consolidation and Improvement Act of 1986
d000435,99,HR,3903,1985-12-11,1986-04-18,Immigration,"Executive Comment Requested from DOD, Justice, State.",https://api.congress.gov/v3/bill/99/hr/3903?format=json,99_HR_3903,Foreign Terrorist Exclusion Act of 1986
m001168,111,HR,4622,2010-02-09,2010-04-26,Immigration,"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",https://api.congress.gov/v3/bill/111/hr/4622?format=json,111_HR_4622,Secure Borders Act of 2010
d000065,97,HR,7060,1982-09-08,1982-09-14,Immigration,"Referred to Subcommittee on Immigration, Refugees, and International Law.",https://api.congress.gov/v3/bill/97/hr/7060?format=json,97_HR_7060,"A bill to amend the Immigration and Nationality Act to extend the date of registry for permanent residence from June 30, 1948, to January 1, 1973."
d000065,100,HR,2705,1987-06-17,1988-06-21,Immigration,Subcommittee Hearings Held.,https://api.congress.gov/v3/bill/100/hr/2705?format=json,100_HR_2705,"A bill to amend the Immigration and Nationality Act to limit effectively to 525,000 the number of aliens who may acquire lawful permanent residence in the United States in any fiscal year as special immigrants, immediate relatives, and preference immigrants."
w000680,96,HJRES,568,1980-06-12,1980-10-13,"Arts, Culture, Religion",Public Law 96-443.,https://api.congress.gov/v3/bill/96/hjres/568?format=json,96_HJRES_568,"A joint resolution to authorize and request the President to issue a proclamation designating October 12 through October 19, 1980, as ""Italian-American Heritage Week""."
w000680,93,HR,5097,1973-03-01,1973-03-01,Immigration,Referred to House Committee on the Judiciary.,https://api.congress.gov/v3/bill/93/hr/5097?format=json,93_HR_5097,"A bill to make additional immigrant visas available for immigrants from certain foreign countries, and for other purposes."
w000680,93,HR,3028,1973-01-26,1973-01-26,Immigration,Referred to House Committee on Judiciary.,https://api.congress.gov/v3/bill/93/hr/3028?format=json,93_HR_3028,"A bill to make additional immigrant visas available for immigrants from certain foreign countries, and for other purposes."
w000680,94,HR,6811,1975-05-07,1975-05-07,Immigration,Referred to House Committee on the Judiciary.,https://api.congress.gov/v3/bill/94/hr/6811?format=json,94_HR_6811,"A bill to authorize the emergency issuance of 2,000 special immigrant visas to nationals of Ireland."
w000680,94,HR,6846,1975-05-08,1975-05-08,Immigration,Referred to House Committee on the Judiciary.,https://api.congress.gov/v3/bill/94/hr/6846?format=json,94_HR_6846,"A bill to authorize the emergency issuance to 2,000 special immigrant visas to nationals of Ireland."
r000584,118,S,2562,2023-07-27,2023-07-27,Immigration,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,https://api.congress.gov/v3/bill/118/s/2562?format=json,118_S_2562,A bill to require ports of entry along the northern border to remain open as many hours per day as they were open prior to the COVID-19 pandemic.
r000584,117,S,4518,2022-07-13,2022-07-13,Immigration,Read twice and referred to the Committee on the Judiciary.,https://api.congress.gov/v3/bill/117/s/4518?format=json,117_S_4518,Solving the Border Crisis Act
r000584,118,S,716,2023-03-08,2023-03-08,Immigration,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,https://api.congress.gov/v3/bill/118/s/716?format=json,118_S_716,Solving the Border Crisis Act
g000400,93,HR,15721,1974-06-28,1974-06-28,"Arts, Culture, Religion",Referred to House Committee on Public Works.,https://api.congress.gov/v3/bill/93/hr/15721?format=json,93_HR_15721,A bill relating to approval of certain matters pertaining to the Dwight D. Eisenhower Memorial Bicentennial Civic Center.
f000151,94,HR,8522,1975-07-10,1975-07-10,"Arts, Culture, Religion",Referred to House Committee on Agriculture.,https://api.congress.gov/v3/bill/94/hr/8522?format=json,94_HR_8522,"A bill to amend the act of March 4, 1927, to authorize the Secretary of Agriculture to accept and administer on behalf of the United States gifts or devises of real and personal property for the benefit of the National Arboretum."
w000803,112,SRES,425,2012-04-18,2012-04-18,"Arts, Culture, Religion","Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S2517; text as passed Senate: CR S2517; text of measure as introduced: CR S2503)",https://api.congress.gov/v3/bill/112/sres/425?format=json,112_SRES_425,"A resolution designating April 23, 2012, as ""National Adopt a Library Day""."
w000803,112,SRES,155,2011-04-14,2011-04-14,"Arts, Culture, Religion","Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S2555-2556; text as passed Senate: CR S2555; text of measure as introduced: CR S2545)",https://api.congress.gov/v3/bill/112/sres/155?format=json,112_SRES_155,"A resolution designating April 23, 2011, as ""National Adopt A Library Day""."
w000803,111,SRES,496,2010-04-22,2010-04-22,"Arts, Culture, Religion","Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S2573; text as passed Senate: CR S2573; text of measure as introduced: CR S2594)",https://api.congress.gov/v3/bill/111/sres/496?format=json,111_SRES_496,"A resolution designating April 23, 2010, as ""National Adopt A Library Day""."
w000803,111,SRES,123,2009-04-30,2009-04-30,Immigration,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S4996; text as passed Senate: CR S4996; text of measure as introduced: CR S4978)",https://api.congress.gov/v3/bill/111/sres/123?format=json,111_SRES_123,"A resolution expressing support for designation of May 2, 2009, as ""Vietnamese Refugees Day""."
w000803,111,SRES,113,2009-04-23,2009-04-23,"Arts, Culture, Religion","Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S4704-4705; text as passed Senate: CR S4704-4705; text of measure as introduced: CR S4699)",https://api.congress.gov/v3/bill/111/sres/113?format=json,111_SRES_113,"A resolution designating April 23, 2009, as ""National Adopt A Library Day""."
f000444,114,S,3510,2016-12-06,2016-12-06,Immigration,Read twice and referred to the Committee on the Judiciary.,https://api.congress.gov/v3/bill/114/s/3510?format=json,114_S_3510,Attracting and Retaining Entrepreneurs Act
f000444,112,HR,1507,2011-04-13,2011-07-11,Immigration,"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",https://api.congress.gov/v3/bill/112/hr/1507?format=json,112_HR_1507,Border Security Enforcement Act of 2011
f000444,112,HR,399,2011-01-24,2011-02-07,Immigration,Referred to the Subcommittee on Immigration Policy and Enforcement.,https://api.congress.gov/v3/bill/112/hr/399?format=json,112_HR_399,STAPLE Act
f000444,115,S,2464,2018-02-27,2018-02-28,Immigration,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 338.,https://api.congress.gov/v3/bill/115/s/2464?format=json,115_S_2464,Three-Year Border and DACA Extension Act
f000444,115,S,2199,2017-12-06,2017-12-07,Immigration,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 276.,https://api.congress.gov/v3/bill/115/s/2199?format=json,115_S_2199,Border Security and Deferred Action Recipient Relief Act
f000444,115,S,1937,2017-10-05,2017-10-05,Immigration,Read twice and referred to the Committee on the Judiciary. (Sponsor introductory remarks on measure: CR S6362-6363),https://api.congress.gov/v3/bill/115/s/1937?format=json,115_S_1937,Border Security and Deferred Action Recipient Relief Act
g000545,109,HR,5597,2006-06-13,2006-06-13,Immigration,Referred to the House Committee on the Judiciary.,https://api.congress.gov/v3/bill/109/hr/5597?format=json,109_HR_5597,"To amend the Immigration and Nationality Act to render deportable all aliens convicted of a criminal offense resulting in a sentence of incarceration, and for other purposes."
d000136,109,HR,3364,2005-07-20,2005-08-23,Immigration,"Referred to the Subcommittee on Immigration, Border Security, and Claims.",https://api.congress.gov/v3/bill/109/hr/3364?format=json,109_HR_3364,Central American Security Act
d000136,109,HR,3320,2005-07-18,2005-08-23,Immigration,"Referred to the Subcommittee on Immigration, Border Security, and Claims.",https://api.congress.gov/v3/bill/109/hr/3320?format=json,109_HR_3320,To extend eligibility for refugee status of unmarried sons and daughters of certain Vietnamese refugees.
d000136,108,HR,2792,2003-07-18,2004-12-06,Immigration,Sponsor introductory remarks on measure. (CR H10905),https://api.congress.gov/v3/bill/108/hr/2792?format=json,108_HR_2792,To extend eligibility for refugee status of unmarried sons and daughters of certain Vietnamese refugees.
d000136,108,HR,1300,2003-03-17,2003-05-05,Immigration,"Referred to the Subcommittee on Immigration, Border Security, and Claims.",https://api.congress.gov/v3/bill/108/hr/1300?format=json,108_HR_1300,Central American Security Act
d000136,107,HR,4037,2002-03-20,2002-05-06,Immigration,Referred to the Subcommittee on Immigration and Claims.,https://api.congress.gov/v3/bill/107/hr/4037?format=json,107_HR_4037,Central American Security Act
